gname,log2FoldChange,pvalue
cydD,0.659010785,4.37128E-05
trxB,0.88998169,1.39779E-11
lrp,-0.027695166,0.806884739
ftsK,-0.060161866,0.530949042
lolA,0.280724594,0.046306177
rarA,0.350400534,0.011019112
serS,0.348365284,0.000270849
dmsA,1.425275715,6.68893E-50
dmsB,1.686376034,2.91496E-54
dmsC,1.174773505,3.13394E-25
ycaC,-0.737110496,1.69677E-12
ycaD,-0.341582122,0.292690384
ycaM,0.907649809,0.040410487
ycaN,0.031113828,0.934186325
pflA,0.555911686,3.52808E-06
pflB,2.012265058,5.3554E-87
focA,0.37907333,0.001025494
ycaO,0.499491562,0.067844296
ycaP,-1.207770475,8.36629E-10
serC,-0.214622827,0.04186805
aroA,0.262053327,0.179829203
ycaL,-0.744492918,0.041657594
cmk,-0.56311,1.95876E-05
rpsA,0.095720426,0.301091954
ihfB,-0.749722798,1.18272E-09
ycaI,0.225602169,0.247321761
msbA,0.178507548,0.239415548
lpxK,-1.048236259,8.08543E-12
ycaQ,0.206107431,0.366460661
ycaR,0.751870297,5.71411E-08
kdsB,0.349021832,0.001948997
ycbJ,0.471695056,2.27436E-06
elyC,0.428189202,0.011028317
cmoM,0.084279246,0.569513953
mukF,0.085172548,0.546093307
mukE,0.276918662,0.08173039
mukB,0.184013521,0.061928881
ldtD,-0.830312477,1.04035E-18
mepK,-0.474662369,0.000441952
gloC,-0.000910206,0.994848215
aspC,1.143905631,1.71706E-29
ompF,2.916862159,2.3034E-153
asnS,-0.026615764,0.799956002
pncB,-0.002460592,0.987937523
pepN,-0.352872351,0.000218645
ssuB,-0.222587406,0.501601565
ssuC,-0.207040156,0.789669909
ssuD,0.336267495,0.497562511
ssuA,-0.297587766,0.700380931
ssuE,0.382625255,0.461374167
elfA,0.258503141,0.552712527
elfC,0.297838581,0.418130966
elfG,0.342583111,0.326445773
ycbU,-0.308468508,0.708148914
ycbV,-0.11481274,0.814075813
ycbF,0.078432303,0.729191033
pyrD,0.851089851,0.048461107
zapC,0.261928165,0.065863336
ycbX,0.362313498,0.042966239
rlmL,-0.241828283,0.082318244
uup,-0.712491397,3.38144E-08
pqiA,-0.622810397,0.00081342
pqiB,-0.452570787,0.000881963
pqiC,0.043470805,0.802095908
rmf,-0.581181192,0.038908648
fabA,-0.3270655,0.005042182
ycbZ,-0.627823115,1.12525E-08
matP,0.2714893,0.07543949
ompA,0.867578711,1.05407E-21
sulA,-0.515372607,3.0681E-05
sxy,-0.613729836,0.002040844
yccS,-0.542313857,0.00055579
yccF,-0.574693122,0.203036513
helD,-0.447166482,8.2394E-05
mgsA,0.656261385,8.35188E-07
yccT,-1.287594696,4.80797E-09
yccU,-0.931927776,3.56393E-17
hspQ,-0.426319121,0.000325049
rlmI,-0.058951805,0.726398396
yccX,-0.952411755,2.45018E-05
tusE,-0.701220266,0.003151765
yccA,0.061366901,0.569460664
hyaA,-1.243802252,1.71668E-34
hyaB,-1.286985686,5.07295E-43
hyaC,-1.464124309,6.39631E-32
hyaD,-1.562232175,1.73618E-36
hyaE,-1.340568717,1.2889E-21
hyaF,-1.371588962,1.58967E-24
appC,-1.204475382,7.30896E-22
appB,-1.091755458,1.64255E-14
appA,-0.551349659,1.31469E-05
etk,-0.44009507,0.005474477
etp,-0.856700972,0.144547514
gfcE,0.208069786,0.66378034
gfcD,-0.610036154,0.042687064
gfcC,0.119154126,0.906002721
gfcA,-0.265855392,0.639303964
insA4,0.083504794,0.876511764
insB4,-0.17712952,0.419857029
cspG,-0.279794929,0.548183146
gnsA,1.067117147,3.93022E-05
yccM,0.537769997,0.055209178
torS,0.472889813,0.011254174
torT,0.677034223,0.000211637
torR,0.712555924,5.76346E-06
torC,-0.522651917,0.274722693
torA,-0.276250713,0.200855772
torD,-0.954728992,1.08466E-07
cbpM,-1.414814234,1.54633E-33
cbpA,-1.662617995,2.41421E-77
agp,0.392388757,3.19234E-05
yccJ,-0.388722222,0.00012057
wrbA,-0.667528089,3.53402E-12
ymdF,-1.776930966,5.50971E-58
rutG,-0.278023651,0.230344142
rutF,0.657559053,0.253157943
rutE,0.115834194,0.889655696
rutD,-0.138960996,0.832081157
rutB,-0.174684694,0.69327554
rutA,-1.03354233,0.065422059
rutR,-0.03095351,0.873441282
putA,-2.422626024,1.8186E-155
putP,-2.439022643,1.10426E-96
efeO,0.008433469,0.985579771
efeB,-0.311029108,0.225857168
phoH,-2.293571772,6.93558E-95
pgaD,-0.568524817,0.372108846
pgaC,-1.118924858,0.08630084
pgaB,-1.556521278,0.017994514
pgaA,-0.236286251,0.47914902
dgcT,0.443206839,0.377215354
insF4,-0.300829171,0.209190575
insE4,0.114345911,0.713413554
ghrA,-0.068027069,0.532975877
ycdX,0.29883714,0.0194715
ycdY,0.083569429,0.58797
ycdZ,0.40032057,0.115450754
csgG,-0.096304839,0.791070328
csgD,-0.80963029,0.283909983
csgA,0.40909909,0.187850158
ymdB,-0.665069426,1.10948E-08
clsC,-0.786428909,1.10613E-09
opgC,-0.246344814,0.6140171
opgG,0.012694175,0.900409482
opgH,-0.328137072,0.002402315
yceK,-1.809404757,2.8153E-85
msyB,-1.405171693,1.17976E-45
mdtG,0.105140368,0.59674832
lpxL,0.051092446,0.699425055
trhO,0.75936233,0.001276665
yceI,0.582569095,0.071233323
yceJ,0.737974044,0.439015779
solA,0.56091535,0.000567831
bssS,-0.099558425,0.321660606
dinI,-0.152726939,0.653088923
pyrC,0.973157563,3.31039E-05
yceB,0.116828689,0.525932732
grxB,-0.468607525,4.42036E-05
mdtH,0.94399364,8.25947E-06
rimJ,0.501490587,7.32877E-05
yceH,0.618459635,4.7074E-08
yceM,0.438791054,9.83774E-05
murJ,0.134625253,0.64907051
flgN,0.488432826,0.252862566
flgM,0.342234188,0.270666582
flgA,0.359072116,0.316996722
flgD,1.465308995,0.009652971
flgE,0.724313021,0.047837025
flgF,0.33163314,0.479578914
flgG,0.394370202,0.351552157
flgH,0.479993494,0.505223446
flgI,0.229008015,0.691095816
flgJ,-0.083570413,0.890670997
flgK,-0.741949678,0.003554247
flgL,-0.202808353,0.384169738
rne,-0.101119719,0.289179679
yceQ,-0.367317136,0.012274293
rluC,-0.295390015,0.210231441
yceF,-0.474483105,0.001136602
sraB,1.484640426,0.000101805
yceD,0.804996245,4.85264E-14
rpmF,1.492898343,8.83814E-33
plsX,-0.455416729,0.000484156
fabH,-0.15702819,0.140286447
fabD,-0.138488132,0.167288107
fabG,-0.131151244,0.159663272
acpP,0.048188287,0.650523561
fabF,0.048713787,0.625072365
pabC,-0.202290729,0.305073313
mltG,0.08548611,0.693669375
tmk,0.24805213,0.141447743
holB,-0.097769004,0.539117908
ycfH,-1.133577002,7.2551E-20
ptsG,-0.532097194,2.05547E-06
fhuE,0.29133826,0.317066582
hinT,-0.912459398,4.52752E-10
ycfL,-0.607849512,1.30651E-07
lpoB,-0.620412381,4.32949E-09
thiK,-0.408815026,0.004400047
nagZ,-0.40901863,0.001075902
ycfP,-0.05632454,0.598684847
ndh,0.818433968,2.69814E-10
ycfJ,-0.125390307,0.732383269
comR,0.72856759,1.22561E-06
bhsA,-1.433011967,1.33385E-14
ldtC,0.133726281,0.747132051
mfd,-0.201257881,0.047932471
ycfT,-0.197405626,0.691840005
lolC,0.581144584,0.003343387
lolD,0.253003308,0.122613546
lolE,-0.438687657,0.000675509
nagK,-0.32930224,0.017357826
cobB,0.018463638,0.888501532
potD,1.161109759,6.58905E-26
potC,-0.054321634,0.841946243
potB,0.609413105,0.04319331
potA,0.058824687,0.746498933
pepT,-0.295421494,0.002822793
roxA,-0.252505338,0.013909022
phoQ,-0.510744891,4.54922E-06
phoP,-0.297873093,0.011059039
purB,0.634224965,3.73461E-05
hflD,0.128725401,0.472266673
mnmA,-0.003233039,0.982388455
nudJ,-0.012587785,0.957525374
rluE,-0.376731662,0.073417471
icd,-0.999791389,1.70012E-28
ymfD,-0.322742327,0.557582149
ymfE,-0.24551318,0.551445037
lit,-0.855891716,0.003201907
intE,-0.500242405,0.2929165
xisE,-1.074429819,0.189029409
ymfH,0.21072579,0.629364888
ymfI,0.417324419,0.27257735
ymfJ,-0.019882549,0.965843323
ymfK,0.791877322,7.58428E-06
ymfT,-0.973761327,0.104989915
ymfL,-1.125559607,0.044539138
ymfN,-0.450349971,0.208866395
beeE,-0.919423716,0.08763613
ymfQ,0.720393744,0.493310624
tfaE,0.75854035,0.278145431
mcrA,0.861878581,0.056560858
bluR,0.172620619,0.232954361
bluF,0.3083568,0.33642576
ycgZ,-2.563235196,2.50165E-08
ymgA,-1.981276442,0.002561269
ariR,-4.110953913,3.33E-35
ymgC,-6.934960274,3.88667E-10
pdeG,-1.340437812,0.025160927
ymgD,0.276262041,0.472114601
minE,0.199315649,0.201602622
minD,0.359923833,0.000405268
minC,0.718248999,4.31427E-10
ycgJ,1.586225325,0.000264769
pliG,0.641672203,8.54823E-06
ycgL,0.516855292,0.009442189
ycgM,0.037756764,0.814395288
ycgN,-0.759542402,1.04815E-07
hlyE,-0.537784834,0.008255765
umuD,-0.638443371,0.215782675
umuC,-0.148827079,0.628223676
dsbB,0.072060747,0.750172906
nhaB,0.158569168,0.235209743
fadR,0.424699303,0.00511784
ycgB,-1.102224735,9.73352E-32
dadA,-0.877078417,3.30317E-18
dadX,-1.30986608,2.60051E-35
ymgM,-0.16866088,0.70562015
cvrA,0.002768029,0.985359803
ldcA,0.070532507,0.69988749
emtA,-1.116944233,2.14636E-10
ycgR,0.053747912,0.941202976
ymgE,-1.423331508,7.71283E-24
ycgY,-1.093320126,0.023353171
treA,-0.586404422,3.00089E-09
dhaM,0.420593942,0.0009788
dhaL,0.421848134,0.003163403
dhaK,0.393745695,0.001587936
dhaR,-0.415196441,0.012634462
ycgV,-0.296775328,0.085551493
ychF,0.315728614,0.016765693
pth,-0.403266717,0.134970065
ychH,-1.253760182,1.19137E-41
dauA,0.00553989,0.978136987
prs,0.987830102,2.24199E-15
ispE,0.514995579,8.43872E-07
lolB,0.058918162,0.669389523
hemA,0.483032888,0.00022905
prfA,0.409804675,0.025873097
prmC,0.226805854,0.425648872
ychQ,-0.095843989,0.847288732
ychA,-0.070213693,0.64047241
kdsA,0.317114258,0.004954962
ldrA,0.545944312,0.083235356
rdlA,0.478293018,0.241007156
ldrB,-0.119240136,0.876062208
rdlB,1.076259439,0.158743423
ldrC,-0.517461185,0.266777349
rdlC,0.279839883,0.453781276
chaA,0.537996858,0.119397372
chaB,-1.653297587,6.46195E-35
chaC,-1.130609795,5.24357E-14
ychN,1.20303176,4.13969E-15
ychO,0.590134297,0.00771494
narL,-0.010591491,0.92999768
narX,-0.170393274,0.25408789
narK,0.340038548,0.021203981
narG,0.774720658,8.03998E-18
narH,1.01214412,2.69039E-23
narJ,1.093161388,3.52195E-22
narI,0.873452173,2.08294E-12
ychS,-1.657838989,0.002044568
tyrV,-0.831639921,0.164563409
tyrT,-0.454982454,0.363873538
purU,0.453383066,0.002898553
ychJ,0.768696304,4.67454E-06
rssA,-0.919698825,1.83231E-14
rssB,-1.239505299,3.81531E-32
galU,-0.897533074,2.62628E-16
hns,-0.074374839,0.479396709
tdk,0.810238871,0.028044636
adhE,-0.091434732,0.356151421
ychE,0.582422811,0.070331746
insH21,0.867745348,1.45676E-12
oppA,-2.942073315,9.9755E-198
oppB,-2.716349184,3.3853E-132
oppC,-2.479962305,8.1483E-121
oppD,-2.300211586,4.1917E-124
oppF,-2.164413103,3.25484E-74
yciU,-0.5431099,0.005704997
clsA,-0.772504474,6.25594E-13
yciY,0.153947627,0.550051218
kch,0.106821105,0.529502672
yciI,0.555106524,5.45797E-05
tonB,0.818540947,0.002086295
yciB,-0.36756326,0.036329569
yciC,-0.365554182,0.02884718
ompW,1.515429324,9.55153E-62
yciE,0.232130742,0.282007432
yciF,-0.469393683,0.038571754
yciG,-2.396573471,8.35154E-23
trpA,-0.634739764,9.50364E-06
trpB,-0.760734337,3.92059E-08
trpC,-0.212597665,0.161105272
trpD,0.256654804,0.265259661
trpE,-0.335080709,0.56688702
rnm,-0.737122179,1.18667E-05
yciO,-0.952119396,2.65125E-16
yciQ,-0.591960417,0.003593253
rluB,-0.279003328,0.116174995
btuR,0.83063438,4.91747E-05
yciK,0.589672273,0.000300657
sohB,0.117976317,0.351792286
yciN,0.543614896,6.56289E-07
topA,-1.007650793,1.83458E-25
cysB,0.824031118,3.38222E-08
ymiA,0.296963912,0.159606871
yciX,0.355850612,0.169716729
acnA,-2.382796409,1.1539E-152
ribA,0.274193846,0.023393992
pgpB,-0.416708357,0.003046714
lapA,-0.314074669,0.047017029
lapB,-0.300244121,0.039878556
pyrF,0.276410142,0.319001812
yciH,0.179218741,0.773910715
osmB,-0.852805191,1.6367E-12
yciT,0.909180992,7.18236E-06
yciZ,-0.177966018,0.644212599
pdeR,-1.570675579,4.15567E-48
rnb,0.355953964,0.013776945
yciW,-0.322974334,0.376241322
fabI,0.3817769,0.000325792
ycjD,0.181728639,0.630165425
sapF,0.041909814,0.80768589
sapD,-0.369526791,0.00453134
sapC,-0.565724135,0.004135512
sapB,-0.433872657,0.012099436
sapA,-0.768959366,1.51398E-11
ymjA,-0.85039244,0.004981663
puuP,-3.307403323,8.35474E-67
ymjE,-5.608557443,4.10664E-38
puuA,-5.745286224,0
puuD,-3.179561437,1.6039E-102
puuR,-2.516805175,6.31894E-76
puuC,-6.41755033,0
puuB,-6.577008422,1.0937E-256
puuE,-5.579094762,8.0067E-292
pspF,0.119576082,0.451117039
pspA,-0.248345632,0.037504164
pspB,-0.130837201,0.677091903
pspC,-0.674321601,0.000468999
pspD,-0.725700818,0.048567026
pspE,1.366403314,5.11651E-25
ycjM,1.192670061,0.025159415
ycjN,0.930803443,0.100111583
ycjO,-0.273612849,0.611690682
ycjP,-0.146967321,0.803523062
ycjQ,-0.256003825,0.40365156
ycjR,-0.470189877,0.203535212
ycjS,0.30391079,0.424934116
ycjT,-0.077147871,0.787609939
ycjU,-0.973107795,0.021211982
ycjW,0.247527937,0.514387616
ycjX,-0.643565569,3.10666E-06
ycjF,-0.37939616,0.014130839
tyrR,-0.558347946,2.02828E-06
tpx,-0.326982309,0.007130965
ycjG,-0.523934371,6.12724E-05
mpaA,-0.246567191,0.054964636
ymjC,0.874760619,0.15349394
ycjY,-0.97577705,6.79775E-06
pgrR,-0.239646365,0.288847624
mppA,-0.090947573,0.484978935
ynaI,0.877462877,1.92171E-05
insH4,0.856237064,1.84171E-11
ynaJ,-0.229842723,0.044390743
uspE,-0.199208108,0.031048181
fnr,-0.396129047,0.00018663
ogt,-0.204999442,0.340076448
abgT,-0.136001069,0.725815234
abgB,-0.569211155,0.011690655
abgA,-0.559024622,0.047816546
abgR,0.407760247,0.0829152
smrA,0.147646158,0.574385206
dgcM,-1.396390185,4.35605E-25
zntB,-0.931131619,2.27759E-14
fnrS,-1.343604725,1.37418E-06
ynaL,-0.707480515,0.004140138
dbpA,-1.578501954,1.63064E-23
ttcA,-0.095122849,0.571823416
intR,-0.833765382,0.01118686
recT,-0.186530517,0.647700563
recE,-0.296269122,0.2591192
racR,0.022874107,0.878512195
ydaS,-0.661348378,0.356928631
ydaT,-0.334956547,0.53874748
ydaU,-0.029458473,0.932884318
ydaV,-0.391133994,0.377735715
ydaW,-0.312925074,0.475240266
rzoR,0.638166768,0.447442679
trkG,0.344937787,0.485677033
ynaA,-0.838454497,0.053617096
insH5,0.843891422,7.5525E-06
stfR,-0.346777525,0.160076669
tfaR,-1.064000163,0.128317946
pinR,-0.135160511,0.823256697
ynaM,0.161253508,0.864690281
uspF,-0.416788885,0.001062295
ydbK,-1.200431383,2.00068E-38
ydbJ,-0.776551746,6.85818E-07
hslJ,-1.002123636,2.43806E-13
ldhA,-1.011839489,1.32143E-19
ydbH,0.058901128,0.676512437
ynbE,0.053727236,0.884051072
ydbL,-0.237062071,0.587496757
feaR,0.720409402,0.000104224
feaB,-0.848269832,1.02127E-09
tynA,-0.329672936,0.273056622
paaZ,-1.018839196,0.019608042
paaA,-2.346962434,1.27683E-09
paaC,-1.8490043,4.36476E-07
paaD,-0.743290138,0.113425705
paaE,-1.918019785,2.34654E-09
paaF,-1.835619682,2.1204E-06
paaG,-2.226476699,6.01786E-06
paaH,-1.704230507,3.03705E-12
paaI,-0.952085128,0.076478034
paaJ,-1.118034595,1.96365E-13
paaK,-1.463539814,7.47923E-21
paaX,-1.101368754,5.8634E-17
paaY,-1.056509691,1.86852E-12
insD2,-0.078915045,0.651823295
insC2,-0.164314266,0.363233345
insI2,0.223951831,0.23221826
pdxI,0.658522429,1.5922E-09
ydbD,-0.229251012,0.678800399
ynbC,-0.925114768,0.001465429
ynbD,-0.51137945,0.047145242
azoR,0.149659331,0.41281064
hrpA,-0.792187927,7.11366E-16
ydcF,0.167389055,0.28753512
aldA,-0.329360434,0.002973
cybB,0.287779094,0.082769003
rydC,1.665103378,0.005045737
ydcA,1.70809337,4.34779E-27
yncP,0.897957823,0.00584743
hokB,-0.195642112,0.36022456
mokB,-0.672519747,0.000166448
trg,-0.058639034,0.83716671
ydcI,0.293348523,0.013412289
ydcJ,-0.911344666,7.30467E-19
opgD,0.360433886,0.014077587
ydcH,1.413554694,7.05585E-27
rimL,1.255152273,1.70438E-15
ydcK,-1.370419744,1.43825E-30
tehA,0.144070263,0.404982992
tehB,0.233455755,0.127727678
ydcL,-0.986120427,8.83729E-14
insQ,0.165860478,0.298406711
ydcO,0.741408802,0.002551959
sutR,0.557912145,0.060947255
rlhA,-0.006495789,0.972608155
yncJ,-0.42987516,0.526319611
hicA,-0.011655736,0.971301274
hicB,0.4834862,0.120837379
ydcR,0.176964322,0.420849381
ydcS,-0.9416105,9.83941E-23
ydcT,-1.277804297,2.04141E-26
ydcU,-1.417868846,1.57025E-22
ydcV,-1.556545353,8.24106E-37
patD,-1.232332193,7.94872E-32
yncL,-1.058071703,0.001808768
ortT,-0.674070586,0.351132143
ydcY,-0.23753234,0.044421862
ydcZ,0.276179399,0.246539283
mnaT,-0.123477841,0.452368575
curA,-0.324892129,0.004452027
mcbR,-1.384245518,0.000223021
yncD,-0.73409542,0.00020486
yncE,-0.056127366,0.781455556
ansP,0.097543802,0.804564578
yncG,-1.539303917,2.50757E-10
pptA,0.225917569,0.537089389
yddH,-1.219485924,9.02894E-13
nhoA,-0.375706597,0.051306324
yddE,0.3272033,0.033885745
narV,-0.919240119,5.91889E-06
narW,-1.114009323,1.22964E-07
narY,-1.117469982,9.96718E-14
narZ,-1.351864639,4.27212E-30
narU,-2.009104698,4.20926E-26
yddG,-0.308721468,0.262228249
fdnG,1.278000234,1.08159E-17
fdnH,1.740508898,4.19233E-11
fdnI,0.825901642,0.009523493
yddM,0.138921773,0.457467161
adhP,-1.567333049,6.84749E-39
maeA,-0.059447663,0.545998302
sra,0.001391971,0.990605339
osmC,-1.153794037,6.79131E-37
ddpF,-1.241859756,3.97176E-10
ddpD,-1.865223974,1.33526E-13
ddpC,-1.251189029,4.70355E-07
ddpB,-1.715013005,4.91276E-08
ddpA,-2.054676947,5.63925E-28
ddpX,-1.223632444,0.004573379
dosP,-1.261191923,3.8716E-08
dosC,-1.604406146,1.48731E-09
digH,-0.144074068,0.495490792
gadC,-1.367137908,3.32743E-51
gadB,-1.471184391,7.44461E-58
pqqL,0.004199929,0.989582233
yddB,0.906384492,0.087113356
ydeM,3.476698242,2.95836E-08
ydeN,1.212949918,6.9672E-24
ydeP,0.182381863,0.537068893
hipA,-0.270512947,0.022381442
hipB,0.004830213,0.981052486
lsrK,-1.053099388,1.46007E-19
lsrR,-0.733211673,9.66638E-10
lsrA,-1.190273497,2.27813E-25
lsrC,-1.94432353,5.14372E-39
lsrD,-2.03824226,5.52501E-28
lsrB,-2.120323858,4.1971E-56
lsrF,-2.375162297,1.09446E-74
lsrG,-2.470905005,2.34656E-45
tam,-1.664267938,6.77248E-55
yneE,-1.408643555,2.10194E-16
uxaB,2.420055092,1.6205E-114
dgcF,-0.332477523,0.142559917
yneG,0.329825755,0.275718662
glsB,0.334083343,0.155125217
sad,0.371049379,0.033409915
yneJ,-0.559645141,0.015478899
ydeA,-0.21755927,0.429563332
marC,-1.302028461,4.2503E-16
marR,0.111643022,0.809330336
marA,-0.092550296,0.738888098
marB,-0.66128295,0.072671262
eamA,-0.369720029,0.019275244
ydeE,-0.676484081,0.010350802
dgcZ,0.288470298,0.433751147
ydeI,-1.7721878,1.75443E-31
ydeJ,-0.919103601,0.003831774
dcp,0.477679578,4.10167E-06
ydfG,0.081370058,0.432799705
rspR,0.169455544,0.39341616
ydfZ,0.456321744,0.004925118
ydfI,-0.260071602,0.454856348
ydfJ,-0.807332884,0.074261202
ynfT,0.400703664,0.512275012
pinQ,-0.183277065,0.763780705
tfaQ,0.238661219,0.754569248
stfQ,-0.274899211,0.656117397
nohA,1.20045231,0.064970653
gnsB,0.48688216,0.24832794
cspB,-1.687542228,0.000749323
ynfS,-0.797034615,0.063551715
ydfT,0.584135119,0.027565548
ydfU,0.928959104,0.105070259
rem,0.24226884,0.594233367
hokD,-0.341850659,0.103100972
relE,-0.29573802,0.037078844
relB,-0.829032797,1.87457E-06
ydfV,1.524484988,0.096075784
dicA,0.456266167,0.033735266
ydfA,-0.006590185,0.990668326
ydfC,-0.381807395,0.44417316
rspB,0.394312132,0.522918741
rspA,-0.061565929,0.881652749
ynfA,-0.312709241,0.447439356
ynfB,0.385788315,0.014711728
speG,0.407233526,0.003338735
ynfC,-0.710233747,5.53594E-05
ynfD,-1.305138715,8.7781E-16
ynfE,0.782972797,3.24553E-14
ynfF,1.175771506,6.49293E-31
ynfG,1.242017401,8.08082E-19
ynfH,1.108504553,4.45089E-21
dmsD,0.618259288,0.000277488
clcB,-0.69218556,0.074787681
bidA,-0.058550164,0.596575122
mlc,0.064404869,0.606379175
ynfL,-1.463025988,1.01449E-13
ynfM,0.075349456,0.683844389
asr,-0.686493341,0.001044311
ydgD,-1.276132651,1.6556E-35
mdtI,-1.375235066,4.70507E-10
mdtJ,-1.163553184,7.07016E-10
mdtU,-0.42497032,0.272465293
tqsA,0.365362429,0.052154185
pntB,0.037455214,0.701792072
pntA,0.133713344,0.158675807
ydgH,0.412922039,0.003414333
ydgI,-1.090572094,1.88917E-06
folM,-0.669295812,0.000225646
ydgC,0.359212178,0.122562181
rstA,0.40452959,0.036839609
rstB,0.437559149,0.019087469
tus,-0.597066488,0.000131416
fumC,-0.974774312,3.66262E-21
fumA,0.670367705,2.89182E-13
manA,0.276781938,0.026664804
ydgA,-1.419741707,4.13453E-46
uidC,1.007011593,0.096353136
uidB,1.197488009,0.005301082
uidA,1.347988269,1.10542E-13
uidR,0.23612943,0.060892136
hdhA,-0.384600539,3.55599E-05
malI,0.225019365,0.194785125
malX,0.362841808,0.0681042
malY,0.24054496,0.134071331
add,0.015654659,0.903099156
ydgJ,0.226455937,0.066494776
blr,0.22358048,0.54461383
ydgK,0.168145847,0.602999117
rsxA,-0.17124409,0.774671038
rsxB,-0.072120424,0.868513688
rsxC,0.168233812,0.518189839
rsxD,0.681408717,0.049995337
rsxG,1.17171438,0.001388855
rsxE,1.174566034,0.007007587
nth,0.988181571,0.019218552
dtpA,0.195424635,0.200900375
gstA,-0.249704128,0.013962367
pdxY,0.393131091,0.007048239
tyrS,0.497653253,2.67915E-06
pdxH,0.667572747,3.98974E-05
mliC,-0.060983105,0.877067126
anmK,0.362325344,0.006506221
slyB,-0.77483388,1.88689E-15
slyA,0.417534724,0.000200132
ydhI,0.119889092,0.83068471
ydhJ,0.17426686,0.627374775
ydhK,-0.985778609,5.21326E-11
sodC,-1.54758423,5.68473E-51
ydhF,-0.184503911,0.075999002
ydhL,-1.384482942,1.26512E-20
nemR,-1.018661667,6.80272E-07
nemA,-0.790928804,1.93532E-10
gloA,-0.068075771,0.54566638
rnt,0.278233183,0.330181767
lhr,0.22666497,0.048490028
grxD,-0.229237349,0.063674807
mepH,-0.021468317,0.924199728
sodB,0.104544675,0.401163744
ydhP,-0.862809746,0.000363846
cydH,0.067431893,0.766674669
purR,0.173728657,0.367695196
punR,-0.53715974,0.004160961
punC,-0.038785851,0.81481551
cfa,-1.087300004,6.14191E-29
ribC,-0.051371506,0.67627364
mdtK,-0.56829318,9.66467E-06
ydhQ,-1.397303839,1.40892E-37
ydhR,0.0610666,0.573773188
ydhS,-1.999525114,1.10491E-78
ydhT,0.089783345,0.690612414
ydhU,0.770968122,0.000557211
ydhX,0.977534992,0.0001286
ydhW,0.803012549,0.00024593
ydhV,1.182828821,3.53974E-16
ydhY,1.454126214,4.80793E-17
fumD,-0.722088045,0.032035527
ynhH,0.887274763,0.088206945
pykF,-0.657668497,7.87542E-11
lpp,-0.901322313,6.37892E-20
ldtE,-0.777243742,1.5088E-15
sufE,-1.756797294,4.95081E-33
sufS,-1.859591765,5.23358E-72
sufD,-1.741324709,5.73345E-69
sufC,-1.692178055,1.58912E-54
sufB,-1.425607992,2.20053E-47
sufA,-1.728452253,1.06325E-61
rydB,0.48473894,0.474809132
ydiH,-0.240376908,0.222844827
menI,0.136169602,0.480103732
ydiJ,0.100242124,0.382832432
ydiK,-0.947162828,1.43519E-14
ydiB,0.96506581,0.160592287
aroD,0.466427786,0.00669609
ydiO,1.485421915,0.046493633
ydiP,1.059799536,0.010863354
ydiQ,-0.003545286,0.993934095
ydiR,-0.712518113,0.015827844
ydiS,0.308871049,0.446188727
fadK,0.574336321,0.172527089
ppsA,0.226129091,0.016535176
ppsR,0.179367783,0.164258067
aroH,0.241609875,0.308864623
ydiE,-0.237829692,0.586205173
selO,-1.054115963,1.14874E-14
rflP,-0.324743472,0.267242065
nlpC,-0.105829174,0.413296011
btuD,-0.668011831,1.1596E-05
btuE,-1.022578592,4.91602E-13
btuC,-0.285089708,0.140389237
ihfA,-1.269136591,3.11453E-37
pheT,-0.406713747,2.88136E-05
pheS,0.141720713,0.248659096
rplT,0.218755513,0.046933741
rpmI,0.434017819,0.000450304
infC,0.031815396,0.726587463
thrS,0.076792789,0.439650553
ydiY,0.507719251,0.309327115
pfkB,-0.467761281,8.1786E-07
ydiZ,-0.572508211,4.7439E-07
yniA,0.322254121,0.000355059
yniB,-0.387171965,0.024787281
hxpB,0.212573309,0.403714613
ydjM,-0.813495587,0.019161177
tcyP,0.822894232,2.13399E-08
cedA,-0.010909623,0.979364045
katE,-0.107119241,0.26096805
chbG,0.349762232,0.108471322
chbF,0.801530421,0.010287709
chbR,0.666996734,0.074539663
chbA,1.050532795,0.056781575
chbC,0.756956052,0.044290249
chbB,0.626795581,0.004435983
osmE,-1.893772736,8.04383E-98
nadE,-0.047582091,0.665399893
cho,0.567537159,0.001117017
ves,0.542745433,0.422441986
spy,0.0654296,0.623961429
astE,-6.751381874,0
astB,-6.406709609,0
astD,-5.943074155,0
astA,-5.541401974,0
astC,-4.805015966,0
xthA,0.001851573,0.990722236
ydjX,0.021199492,0.939216385
ydjY,0.096616092,0.6290822
ydjZ,-0.246544936,0.263334203
ynjA,-0.286833462,0.227871532
ynjB,0.118764404,0.521333262
ynjC,-0.108939196,0.62985167
ynjD,-0.521827247,0.07174055
ynjE,1.073852254,1.26284E-13
ynjF,-0.653094728,0.004579036
nudG,0.582417308,0.167048776
ynjH,-0.330720788,0.284753372
gdhA,-1.708493343,2.96259E-58
ynjI,-0.664833355,0.231488469
topB,0.212320867,0.056019678
selD,0.295768002,0.001771996
ydjA,0.28555289,0.005821174
sppA,0.015367374,0.906709546
ansA,0.320591613,0.137164529
pncA,0.374125127,0.110523243
ydjE,1.450521404,0.088954839
ydjF,1.165678754,4.92836E-10
ydjG,0.319577193,0.370909721
ydjH,0.682555953,0.137273934
ydjI,0.303878549,0.510254447
ydjJ,0.216997313,0.667737332
ydjK,1.011510572,0.036321215
ydjL,0.555585785,0.080115935
