Gene_name	Locus_tag	NCBI_gene_ID	Uniprot_ID	Synonyms	Product_function	NDA_component
graR	USA300HOU_0680	5776659	A8Z181		response regulator	Global regulator
groL	USA300HOU_2024	5777351	A8Z4T2	groEL	chaperonin GroEL	M4
groS	USA300HOU_2025	5777399	A8Z4T3	groES	co-chaperonin GroES	M4
hrcA	USA300HOU_1583	5777140	A8Z4C1		heat shock transcriptional repressor HrcA	M4
hssR	USA300HOU_2344	5775948	A8Z552		hemin DNA-binding response regulator	M8
hutG	USA300HOU_2314	5777469	A8Z523		formimidoylglutamase	Basal machinery
isdA	USA300HOU_1064	5776175	A8Z1R0	frpA,stbA	iron (Fe2+)-regulated surface determinant protein IsdA	Basal machinery
lacG	USA300HOU_2182	5776670	A8YYF6		6-phospho-beta-galactosidase	M13
ldh1	USA300HOU_0251	5775901	A8Z0K3	ldh	L-lactate dehydrogenase	M12.1
lrgA	USA300HOU_0273	5776483	A8Z0M5		murein hydrolase regulator LrgA	Intermodular
lrgB	USA300HOU_0274	5776536	A8Z0M6		antiholin-like protein LrgB	Intermodular
mecA	USA300HOU_0956	5777552	A8Z0A3	mecA2	penicillin binding protein 2 prime	M1
metK	USA300HOU_1777	5777331	A8Z4L2		S-adenosylmethionine synthetase	Basal machinery
mnhA1	USA300HOU_0912	5776533	A8Z059	mnhA2	putative monovalent cation/H+ antiporter subunit A	Basal machinery
mnhB1	USA300HOU_0911	5776538	A8Z058	mnhB2	putative monovalent cation/H+ antiporter subunit B	Basal machinery
mnhC1	USA300HOU_0910	5776518	A8Z057	mnhC2	putative monovalent cation/H+ antiporter subunit C	Basal machinery
mnhD1	USA300HOU_0909	5775892	A8Z056	mnhD2	putative monovalent cation/H+ antiporter subunit D	Basal machinery
mnhE1	USA300HOU_0908	5775875	A8Z055	mnhE2	putative monovalent cation/H+ antiporter subunit E	Basal machinery
mnhF1	USA300HOU_0907	5776530	A8Z054	mnhF2	putative monovalent cation/H+ antiporter subunit F	Basal machinery
mnhG1	USA300HOU_0906	5777471	A8Z053	mnhG2	putative monovalent cation/H+ antiporter subunit G	Basal machinery
mutL	USA300HOU_1228	5775902	A8Z1W7		DNA mismatch repair protein MutL	Basal machinery
norB	USA300HOU_1373	5776258	A8Z415		major facilitator transporter	M7
nreC	USA300HOU_2373	5775860	A8Z580		transcriptional regulator	M12.8
prfA	USA300HOU_2106	5775619	A8YY83		peptide chain release factor 1	Basal machinery
psmA1	USA300HOU_0456		A8Z0V1		hypothetical protein	M12.1
purM	USA300HOU_1016	5776509	A8Z1L3		phosphoribosylaminoimidazole synthetase	Basal machinery
queA	USA300HOU_1639	5776169	A8Z2G8		S-adenosylmethionine:tRNA ribosyltransferase-isomerase	Basal machinery
recA	USA300HOU_1217	5775733	A8Z1V6		recombinase A	M10
rny	USA300HOU_1218	5775428	A8Z1V7	cvfA	phosphodiesterase	Basal machinery
rocA	USA300HOU_2549	5774925	A8Z3F5		1-pyrroline-5-carboxylate dehydrogenase	Basal machinery
rpmH	USA300HOU_2717	5775789	A8YYS3		50S ribosomal protein L34	Basal machinery
rsbW	USA300HOU_2060	5775222	A8Z4W8		serine-protein kinase RsbW	M3
sbi	USA300HOU_2401	5776657	A8YYG7		immunoglobulin G-binding protein SBI	Basal machinery
scdA	USA300HOU_0270	5776607	A8Z0M2		cell wall biosynthesis protein ScdA	Basal machinery
sdhB1	sdhB1				succinate dehydrogenase iron-sulfur subunit	Basal machinery
splA	USA300HOU_1806	5776059	A8Z4N9		serine protease SplA	Basal machinery
splB	USA300HOU_1805	5776063	A8Z4N8		serine protease SplB	Basal machinery
splC	USA300HOU_1804	5776150	A8Z4N7		serine protease SplC	Basal machinery
splD	USA300HOU_1803	5776265	A8Z4N6		serine protease SplD	Basal machinery
splE	USA300HOU_1802	5776346	A8Z4N5		serine protease SplE	Basal machinery
splF	USA300HOU_1801	5776420	A8Z4N4		serine protease SplF	Basal machinery
stsP-stpH	stsP-stpH				S01 family glutamyl endopeptidase	Intermodular
ureA	USA300HOU_2269	5775798	A8Z385		urease subunit gamma	Basal machinery
ureB	USA300HOU_2270	5775413	A8Z386		urease subunit beta	Basal machinery
ureC	USA300HOU_2271	5775864	A8Z387		urease subunit alpha	Basal machinery
ureD	USA300HOU_2275	5774898	A8Z391		urease accessory protein UreD	Basal machinery
ureE	USA300HOU_2272	5776304	A8Z388		urease accessory protein UreE	Basal machinery
ureF	USA300HOU_2273	5777286	A8Z389		urease accessory protein UreF	Basal machinery
ureG	USA300HOU_2274	5775579	A8Z390		urease accessory protein UreG	Basal machinery
walR	USA300HOU_0018	5775522	A8YYU1	yycF	response regulator VicR	M12.7
