,YieP,GlpR,YgbI,efeU-repair,ydcI-KO,BW25113,proVWX,DhaR/Mlc,ArgR,YneJ,NarL,e14-deletion,MalT,OxyR,Crp-2,AtoC,PurR-1,yheO-KO,CsqR,MetJ,entC-menF-KO,uncharacterized-6,PurR-2,Cbl+CysB,GlcC,Crp-1,YiaJ,GcvA,XylR,fur-KO,RpoH,GadEWX,translation,PrpR,GadWX,fimbriae,CecR,uncharacterized-4,ArcA-1,nitrate-related,Fnr,CdaR,Pyruvate,SrlR+GutM,NagC/TyrR,CpxR,thrA-KO,Lrp,deletion-1,Leu/Ile,deletion-2,Fur-1,uncharacterized-5,Thiamine,CysB,FliA,PuuR,NikR,NtrC+RpoN,RcsAB,His-tRNA,Fur-2,Copper,AllR/AraC/FucR,Cra,ArcA-2,EvgA,uncharacterized-2,Zinc,SoxS,Nac,Tryptophan,curli,gadWX-KO,flu-yeeRS,uncharacterized-1,FadR/IclR,lipopolysaccharide,FlhDC,crp-KO,GntR/TyrR,purR-KO,RpoS,membrane,duplication-1,uncharacterized-3,ExuR/FucR,FecI,iron-related,RbsR,sgrT,insertion
b3421,-0.0068711719,-0.0008678677,0.0105423951,-0.0115036124,0.0243661927,0.0009525994,-0.0007120894,-0.0077625249,-0.0140685519,-0.0132025875,0.0005591725,-0.0001037757,-0.01240504,-0.0058856079,-0.0001945308,-0.0118119702,0.0048013773,0.0014137967,0.007998728,-0.0074468413,-0.005065807,0.0215916779,-0.0020915947,0.0201140312,-0.0044324923,-0.0092628899,0.0014037552,-0.009270914,-0.0114403299,-0.0073581619,0.0035875424,0.0032741811,-0.0053233976,0.0088476545,0.0053896018,0.0060359444,0.0026638456,-0.0186429164,-0.0050402442,-0.0033450543,0.0050668012,0.0029113695,-0.0073892476,0.0006949981,-0.0029754459,0.0007550091,-0.0037940018,-0.0011853003,0.0059345564,-0.0007387741,-0.0026731183,0.0046155028,-0.0046570141,0.0072607886,0.0089530029,0.0094468085,0.0016203805,-0.0184215652,0.0255983932,-0.010510019,0.0030267007,-0.0013561262,0.0081688836,0.0017066281,-0.0074530893,-0.0017813564,0.0069313623,-0.0043907355,-0.0060281013,0.0023324487,-0.0034827005,0.0069951843,-0.0157710779,-0.0180432321,-0.0012419305,-0.0012124288,0.0004692614,-0.0031323824,-0.0093372882,-0.0071711143,0.0044140286,-0.0027373107,-0.0061292889,0.0047643137,0.0010600678,-0.0222216246,-0.004497369,0.0146412636,0.0024185507,-0.007271549,0.0138672649,-0.0004146196
b3422,0.0057697273,-0.0052620037,-0.0038204067,-0.0127350636,0.0019217364,-0.01364225,0.0058990388,-0.0096233883,-0.0008908406,-0.0094524719,-0.0006434476,-0.0093194827,-0.002946274,-0.0122239394,0.0016425755,0.0175131243,-0.0008337693,-0.0023544075,-0.0015846649,0.0007213485,0.0031236231,0.0089208362,-0.0013319679,-0.0001302415,-0.0039880704,-0.0228546902,-0.0008842498,-0.0015527311,0.0001030698,0.011191866,0.0007438461,-0.0041744106,-0.0132695212,0.0031610806,0.0015411518,-0.0013560235,-0.0046053354,0.0098309456,-0.0023339463,-0.0043713896,-0.0009759574,-0.0027876175,-0.0033528513,0.007764093,-0.0144764245,0.0205093008,0.0066780045,-0.0107048193,-0.0013755047,-0.0019003854,0.0027089186,-0.0003432547,-0.0153131139,-0.0068963484,-0.0069083534,-0.0026185232,0.0003273174,-0.010240471,-0.004166625,-0.0121186418,0.0029823062,0.0030426582,0.0010847499,0.0041827359,0.0147890651,0.0060708446,-0.0006869876,-0.0178235476,-0.001988797,-0.0035076128,-0.0047324162,0.007038916,-0.0012044497,0.010009576,0.0065542742,-0.003660225,0.0019187341,0.016007574,-0.0013322649,-0.0062562024,0.0085118612,0.0001795363,-0.002863035,-0.0008174003,0.0069361586,-0.0203755732,-0.0144838377,-0.0015986046,0.0082087611,0.008588052,0.0017408854,0.0244716637
b3423_1,0.0596558434,0.009610823,0.005651185,0.0388246909,0.002990709,0.0028683258,-0.0106344854,0.0230389092,-0.0004070794,-0.0030667107,-0.0068917998,-0.0155723875,-0.001783327,0.0281735084,0.0162547179,0.0071031327,-0.0220248874,-0.025244805,-0.0250571385,-0.0045335159,0.0340513335,-0.0105137678,0.0366081677,-0.0080808757,0.0043654251,-0.005969648,-0.0297265899,0.0140089415,-0.0018673385,-0.0029434567,-0.0441785932,-0.0088942626,0.0133604282,0.0276559633,0.0224642581,0.0072852685,0.0029642286,-0.0076324511,-0.0011137781,-0.0088184843,0.0390482352,0.0121295281,0.000921856,0.0029115193,0.0118306375,-0.0144066825,-0.0081620481,-0.0307165173,0.0017417922,0.0093677254,0.0143970688,0.0080407133,-0.0033418384,-0.0108665678,-0.0051997901,-0.0012775802,-0.0174334795,0.0210378924,-0.0027394762,-0.0090364837,0.0104141822,-0.0040844916,-0.000547566,-0.0002973129,-0.0293321077,-0.0211141571,-0.0121055099,0.0010100108,-0.0114856296,0.0053773181,-0.004532107,-0.0105565495,-0.0141959415,0.0366697588,0.0025365163,0.0117525702,-0.0419971132,-0.1139175223,0.0096179823,0.0243075575,0.0165557131,0.0184327137,-0.010042618,0.0246627637,0.0249432662,0.0218172788,-0.0150542663,-0.0346912631,-0.0009835986,-0.0032303623,0.0486675466,-0.0048247148
b3423_2,0.0050794924,0.0001133983,-0.0014090745,-0.0190420147,-0.0062161884,0.0048083342,0.0037210392,0.0041804898,0.0001702471,0.0127748345,0.0009165308,-0.0102738706,-0.0082728294,-0.000218994,-0.0242969299,-0.0024060772,-0.0036969825,0.0059421224,-6.01974e-05,-0.0174894057,-0.0047833509,-0.0113797212,0.0002882776,0.0033618023,0.007347001,-0.0092906815,-0.0062485918,0.0075731893,-0.0023341712,0.009820282,-0.0062456314,3.33482e-05,-0.0081005738,0.0127604877,0.011481745,-0.0125055244,-0.0119356571,0.0294208919,0.0158114232,-0.00424249,0.0128158415,-0.0012400674,0.0041193193,0.0027391278,0.0056523229,-0.0011056932,-0.0141004688,0.0049761585,-0.0042008754,0.0087106385,-0.0020972811,0.0006319918,0.0325815293,-0.0026290949,0.0044036898,0.0019046856,0.0074010291,-0.0019766532,0.0015413238,0.0034215705,-0.0031307614,-0.0047055698,-0.0113210449,-0.0127348436,-0.0081836589,-0.0048539691,-0.0013978698,0.0072552303,-0.0037986556,-0.0024544447,0.0004075243,-0.0023244371,0.0010578284,0.004387547,0.0104026674,0.0003218431,-0.0040091218,-0.0035779711,0.0019538089,-0.0063595427,-0.0047784999,0.0027618642,-0.0123588312,0.0140447982,0.0006945195,-0.0132243401,0.0016418816,0.0116565922,-0.0029345512,0.0039500456,0.0048386271,-0.0018773651
b3424,0.0175674428,0.0177678815,-0.0002500134,-0.0151353695,0.0147665502,0.0035189162,-0.0066277833,-0.0083947642,-0.0020069098,0.0060399571,0.0144706689,-0.0048445657,-0.0026667316,0.0075431238,0.0028446869,-0.0093333607,-0.0053996489,-0.0037987017,0.003166425,-0.0164625392,-0.0060262211,-0.0044286469,-0.0006537097,-0.00583311,-0.0034551254,-0.0072305709,-0.0063922469,-0.0002244884,-0.003751836,0.0063406133,-0.0056116756,0.0002463317,0.0065259915,-0.0011236224,0.0032936755,0.0024171953,-0.0036552839,-0.0102133741,0.0157556295,-0.0023054392,-0.0156491664,0.0020794441,-0.0086299151,-0.0042326532,-0.010694123,-0.0096122239,-0.001099874,-0.0050262987,-0.0021669381,-0.0070837433,0.0014225275,0.0016156047,0.0142218158,0.0039370468,0.0052157634,0.0003113117,-0.0091695567,0.015425043,0.0031225962,0.0010969733,-0.0011499695,-0.0014595359,0.0009292547,-0.0032391667,0.0025003208,-0.0003077384,0.0045819949,-0.0113660891,-0.0093381742,0.0019407278,-0.0029215808,-0.0051907175,-0.0014241435,-0.0080335373,-0.0074231327,0.0025375396,-0.0025885396,-0.0129872991,-0.0022910746,-0.0014646393,-0.0072774479,0.0039067729,-0.0152604249,0.0028508103,-0.0067662531,0.0028900915,-0.0054669581,0.0157005745,-0.0066604812,0.003401172,0.0028237897,0.0078509942
b3425,0.0157042434,0.0204169512,-0.0023080099,-0.0162766405,0.015179696,-0.0020750136,-0.0064697252,-0.0015008626,-0.0094929893,0.0230108876,0.0012410176,-0.0102484394,-0.0115849779,0.0664466571,0.0091648277,-0.002078089,-0.0040530485,-0.0361422466,-0.0022902992,-0.0100334495,0.0032768627,-0.0162215919,0.0090011981,0.0092726057,0.0189089997,0.0029338322,-0.0099117976,0.0002105673,-0.0032454394,0.0072791689,-0.0043435703,-0.0086181826,0.0038724447,-0.0081181912,0.0066108546,-0.012619064,-0.0133448011,0.0109652959,0.0569018695,0.0128014028,-0.0306800471,0.0070752275,-0.0158908273,-0.024524071,0.0055256523,-0.0014745987,0.0042815057,-0.0025787181,0.0010067828,-0.0041784494,-0.0135973394,0.0049939517,0.0057227911,-0.0019809094,0.0110996996,-0.0030215065,-0.0203222991,0.0237445051,0.0039098114,0.0083010558,0.0245676933,-0.0074155688,-0.002053555,-0.0076083441,-0.0005989367,-0.0044628177,0.0030241876,-0.0112601036,0.0058674802,-0.0005276475,0.0109754296,0.0097006704,0.0152358395,0.0121163013,-0.0081178736,-0.0057195761,-0.007530461,-0.0095974493,-0.0013245351,0.0051252547,-0.0152218514,-0.015798192,-0.0038272867,0.0199370083,0.007840866,-0.00419154,-0.0009411768,0.0063534206,-0.0004921584,-0.0116744234,-0.0047933637,0.0273154717
b3426,0.0149084531,0.3500344712,-0.0019375276,-0.0012114394,0.0225892115,-0.0078515673,0.0314571811,-0.008244311,-0.0033023624,-0.0165440992,0.0027719603,-0.0041716739,-0.0106126879,0.0168370903,-0.035936894,-0.0071838545,-0.0027589956,0.0075160065,-0.0062903846,-0.009296309,0.0032676493,0.0048072552,-0.0019749276,-0.0053292743,-0.0365362422,-0.0078858135,-0.0245743014,0.0143154244,-0.0085990282,0.000878614,-0.0083912959,-0.003063077,-0.013097496,-0.0156667779,-0.0095381993,-0.0017656835,0.009296125,-0.018572415,0.0948174379,-0.016771605,-0.0051378282,0.0019248931,-0.0154652435,0.0055881832,0.000840459,0.0432309736,0.0015842143,-0.0089287477,0.0027041558,-0.01174695,0.0098052033,-0.0053442689,-0.0064692029,0.022461818,-0.0089695562,0.0076287799,-0.0364854127,0.013820283,-0.0094281606,-0.0092970171,0.0201860255,0.011025976,-0.0238689503,-0.0047896964,-0.0017309922,0.0087506487,0.0100298575,0.0003958971,-0.013944109,0.0131368631,0.0022176544,0.0058973067,0.0639225257,0.0017752319,-0.0045143453,0.0188293798,-0.0026499856,-0.0066997408,-0.0091093478,-0.0284621697,0.0024318855,-0.003465149,-0.0065331268,0.0065173858,-0.0058413675,0.0071959857,0.0032160248,-0.0197970931,0.0012529576,-0.0182962257,0.0097382868,-0.0210241262
b3428,-0.0019613403,0.0033687486,0.0057035394,-0.0067546911,0.0009305407,0.0008939603,0.0036036822,-0.0047923142,0.0081937776,-0.0034540678,0.0099818991,0.0102971101,0.0151473842,0.0024869198,0.0061403515,-0.0162763695,-0.0009374489,-0.0048791997,-0.0025627097,0.0014170559,0.001413765,0.0019104142,-0.0061508186,-0.0063221115,0.0006121428,-0.026283464,0.0119398343,-0.000620549,9.89091e-05,0.0073755774,0.000438776,0.0010775052,-0.01188459,-0.0048629562,0.0116977792,-0.0012096766,-0.0060945874,0.0021530291,0.0011952625,-0.0109143855,-0.0046368679,0.0139265521,-0.0097562325,-0.0014286567,0.0042062755,0.0268594476,0.0135069542,0.0016338373,0.0008133272,0.0004325167,-0.0048304275,-0.0028855654,-0.0018671851,0.0056681951,0.0080052196,-0.0047508169,-0.0129130364,-0.0186486212,0.0029231537,-0.0073425519,-0.002528162,0.0026973467,-0.0051905859,-0.0095490907,-0.0020364819,0.0080199195,-0.0001735045,0.0170945598,-0.0016999549,-0.0048008768,-0.0003926457,0.0023878943,-0.0119640537,0.007726421,0.0067683833,0.0042004925,-0.0022793203,0.0060203198,0.0008889295,-0.0038593743,0.0049872693,0.0029616528,0.0151790449,0.0161423748,-5.14918e-05,-0.0078525958,0.0062347559,-0.011535035,-0.0028790355,0.0113836481,-0.0063852896,-0.0017246382
b3429,-0.0027837154,0.006166579,0.0079836531,-0.0082043556,0.0035368532,0.0040226088,0.0096877147,-0.006218824,0.0048142637,0.003275488,0.0094223753,0.0020490689,0.0136267581,-0.0004842494,0.0090641935,-0.0125229151,-0.0004736526,-0.0024922331,-0.0042829192,0.0058983316,0.0023185269,-0.0039281304,-0.0012402514,-0.0028370316,0.00524812,-0.0283107748,0.0128373617,0.0033098723,0.0022846404,0.0044984263,0.0045801173,0.0051045791,-0.0148709981,-0.0087702344,0.0098750643,-0.0014162413,-0.0055479809,-0.013617096,0.0032457204,-0.0185984809,-0.0020865919,0.0082900426,-0.007431359,-0.0006729816,0.0095276164,0.0187030434,0.0188960393,0.0012267621,0.0029708101,0.0002503217,-0.0042004555,-0.0022642817,0.0037973448,0.0052648469,0.0026778298,-0.0053609622,-0.0092113617,-0.0089813419,0.0045257047,-0.009321219,0.0039075848,0.005032702,-0.0045636165,-0.0031224569,0.0014961728,0.0051687022,0.0095981071,0.0139223017,0.0005295979,-0.0042607442,0.0039484974,0.0053438016,-0.0150291888,0.0106879225,0.0065249657,0.0024046653,-0.0025668295,0.0028332851,0.0028846187,-0.000665253,0.0113578926,0.0022115431,0.0127616688,0.0139149709,-0.0017829597,-0.0209729028,0.0008617414,-0.0126209315,-0.0056154691,0.0083264388,-0.0054099881,-0.0068256781
b3430,-0.0027016615,0.0088127628,0.0020595325,-0.0105635335,0.0019503277,-0.0009438606,0.0065144418,-0.000866973,0.0114862404,0.0022395889,0.0132197803,0.0045158088,0.0122298265,-0.0003583493,0.007962541,-0.0068609677,-0.0027654606,-0.0028709009,-0.0015593309,-0.0009096349,0.0059189333,-0.003238113,0.0005152943,7.550390000000001e-05,0.0012176385,-0.0274212581,0.0184038936,0.0115091532,0.0017721872,0.0098490081,0.0047163922,0.0050302949,-0.0187693157,-0.0117063867,0.0141329975,0.0027866723,-0.0011761112,-0.0064452492,-0.001089793,-0.0209636039,-0.0067468683,0.0116209624,-0.0104599987,-0.0039397877,0.0062967866,0.0192499169,0.0158696172,0.0010086903,0.0066635628,0.0032035441,-0.0051802983,0.0005244533,-0.0041246241,0.0001146134,0.001726258,-0.0071725538,-0.0112912321,-0.0059338375,0.0008708568,-0.0055566151,0.0051681552,0.0040238107,-0.0029190278,-0.0017017635,-0.0039015667,0.0060678545,0.0039466124,0.0202901036,0.0037413556,-0.0059929118,0.0031304948,0.0011364528,-0.0206397801,0.0067532501,0.0008579408,-0.0015044723,-0.0045977795,0.000655651,0.0027123867,-0.003330368,0.004921861,0.0002498937,0.0083624965,0.0162581749,-0.0032162683,-0.0253621033,-0.0002977921,-0.0147771508,0.0001529994,0.0151888287,-0.0093813551,0.0024879969
b3431,0.0062816844,0.0078258885,0.0078235844,-0.0076228055,7.023e-07,0.0022061886,0.0192575274,-7.43335e-05,0.0143275709,0.0039576166,0.0098875794,0.0064973044,0.0065249739,0.0027866392,0.0035446484,-0.0091972556,0.0004559834,-0.008973597,-0.0063864626,-0.0029492505,-0.00127509,-0.0055913822,0.001848607,-0.0102481733,-0.0014210166,-0.021495699,0.0113617592,0.0076523756,0.0067919491,0.0024814063,0.0029036508,0.0025885248,-0.0218891125,0.0035030891,0.0078937335,0.0042194531,0.0017941048,-0.0111517777,0.0048211818,-0.0195764314,-0.0018374149,0.0068633613,-0.0062795535,-0.007578432,0.0138421998,0.0060701868,0.0038016469,0.0009996677,0.0089531971,-0.001862457,-0.0006900379,-0.0014784726,-0.0016406453,0.0008038804,0.0019250231,-0.0105461254,-0.0078109499,0.0033083936,0.0036366618,-0.007468515,0.0186635175,0.0058190934,-0.0022627997,-0.0012605252,-0.0009152749,0.0086467225,0.0037434918,0.0269941691,-0.0015665157,-0.0046664737,-0.0039004298,-0.0116954737,-0.0186713755,0.0085308371,-0.0011038172,-0.0039786145,-0.0069928383,0.0001979466,0.0083842552,-0.0059866324,-0.0049389304,0.0077957561,0.0099885965,0.017452867,0.0003188612,-0.0259764964,0.0043593711,0.0023536378,0.0010628414,0.0112386671,-0.0106955729,0.0068588316
b3432,-0.0062458289,0.0044989077,0.0047348651,-0.0137969872,-0.0019910412,0.0002259874,0.0262692466,4.01108e-05,0.0070609449,0.0027258298,0.0099711618,0.0057117051,0.0025152553,0.0020570673,0.0048462399,-0.0048725807,0.0019142423,-0.0075156273,-0.0102165628,-0.0002989939,-0.0053053773,-0.0025237753,0.0050585733,-0.0130582205,-0.0060789454,-0.0169846193,0.0099206456,0.0049109576,0.0064773495,0.0145425915,0.0046955398,0.0046600672,-0.0041246287,-0.0055787194,0.0041778577,0.000230432,0.0005667124,-0.0139298556,-0.0006442043,-0.0209663915,-0.0018493612,0.003179335,0.0015301928,-0.0040093507,0.0061354273,0.0039265456,0.0132924046,0.0012771901,0.0060806696,0.0080864674,0.0009022326,-0.0011184027,-0.0054291073,0.0057409699,-0.0080489757,-0.0100842301,-0.0168100498,8.04631e-05,0.009568527,-0.0077787475,0.0203683528,0.0046995844,0.0005319245,-0.0003624106,0.0008728853,0.0016376849,-0.0001474739,0.0337765437,-0.0013605578,-0.0026592699,-0.0045336714,-0.0037087751,-0.0241187317,0.0112478687,0.0030651151,-0.0003855576,-0.0017410721,0.0016515749,0.0050419145,-0.0046405075,-0.0002685559,0.008730395,0.0070201566,0.0169264518,-0.0047292918,-0.0351610816,-0.0004121199,0.0007967244,0.0098117179,0.0094005291,-0.0073866471,0.0140108161
b3433,-0.0053596075,-0.0079596695,0.0025195331,-0.0181033136,0.003999394,-0.0023565966,-0.0130486174,-0.0052040055,0.0170138008,0.0068267896,0.005621326,0.0103031203,0.0011219503,0.008744567,-0.006633577,0.0114929706,-0.0007503781,-0.0085262705,-0.0181791158,0.0083595317,0.0010289587,-0.0153186645,0.0013296017,0.0023311155,-0.0033709918,-0.0114905591,-0.0042209596,0.0042148356,-0.0021745843,0.0214294159,-0.0100766753,0.0015300899,0.0054098944,-0.0020107663,0.0065654809,-0.0045250299,-0.0027825125,-0.0138476455,-0.0015596626,-0.0153230968,-0.0085730529,-0.002058215,-0.0121130617,0.0099645429,0.0182765697,0.0005411798,0.02369364,0.0125527514,-0.0105254742,0.0242744689,0.0043919702,-0.0013806233,-0.0199800855,0.0128186494,-0.0141610112,-0.00889824,-0.0177119711,-0.004240303,0.003758383,-0.001922263,0.0192400453,-0.0064814712,0.0015923749,0.0023805122,-0.0001554928,-0.003982573,-0.0050881328,0.0506044556,0.0064089646,-0.0005270193,-0.0191519907,-0.0137208909,-0.0053427081,0.0095389687,-0.0027928288,-0.0108110971,-0.0028250858,0.0015292823,0.0029080353,-0.0019412876,-0.0053832983,0.0136654433,-0.0071906347,0.0008095639,0.001659741,-0.0098374003,-0.0057526946,0.001951917,0.0088762507,-0.004683396,-0.0167076541,-0.0015000309
b3434,0.0006095839,-0.0038922287,-0.0048970813,0.0172319291,0.0143273864,0.00013826,0.0117864279,-0.001319246,9.9412e-06,-0.0155034586,0.0026635054,0.0024178915,-0.0138519066,-0.0067082726,-0.007073072,-0.0034047685,-0.0149174042,-0.0115722576,0.0071129995,-0.0083687246,-0.0020054897,0.0083331009,0.0076154863,-0.0089514268,-0.0142031299,0.0020943584,-0.0093663776,0.0069372027,-0.0011545734,0.0028617022,-0.0117133334,0.0044647654,0.0030397053,-0.0178953781,-0.0044892273,-0.0029082197,0.0018423979,0.0128632901,0.0118301308,0.0028576781,0.0020029021,0.005319222,0.0137959484,0.0114862606,-0.0040152257,-0.0025034368,-0.0028398634,-0.0123370163,-0.003340742,0.028095508,-0.0084135758,-0.0158685336,0.0103842102,0.0036412809,-0.012806883,0.0094690058,0.0002349373,-0.0025477317,-0.0068477109,-0.0081872688,-0.0080543585,0.0091420064,-0.0118596384,-0.0125946964,-0.0026851435,0.0215772375,-0.006427461,0.0014140952,-0.0022778651,0.0003411687,-0.0130350177,-0.0013812909,0.008939848,-0.0002521262,-0.0007760527,-0.0017470356,0.018415403,-0.0074501715,-0.0103113619,-0.0035956038,-0.0007482699,-0.0196409598,-0.0067513975,-0.0089082036,-0.0041690833,-0.0046389246,0.0073513375,0.0162667407,-0.0374485002,0.0141999665,-0.0104049763,-0.005922489
b3437,-0.0084635018,-0.0125433306,0.0025010854,0.0140139183,0.0035046566,0.0021640355,0.005528918,-0.0088161103,0.0101064562,0.0167466452,-0.0042125695,-0.0104803922,-0.0150449092,-0.0069276651,0.007000199,0.0388228178,-0.0025781438,0.0026917531,-0.0139237348,0.00422804,0.0128272015,-0.0128309832,0.0251468069,0.0004814179,-0.018647297,0.0145263267,-0.0110209645,0.0418968999,-0.0083915407,0.0084586639,0.0165557882,-0.0077922719,-0.0274766391,-0.0139345217,0.0040574439,0.0094665327,0.0211289949,-0.0099676459,0.0058187335,0.0111054967,0.018134015,-0.0202912004,0.0022315341,-0.0358519014,-0.031899623,-0.0133028972,0.009018627,-0.020302929,0.0031957616,0.0075973498,-0.0074267922,-0.0113121008,0.0027920637,0.0015940459,0.0010705165,0.0016083497,-0.0011151594,0.0019736855,-0.0137559837,0.0256003519,0.0026639258,-0.0134999365,-0.0027788032,0.0071802708,-0.0123737406,0.0070944077,-0.0187494603,-0.0055770751,0.0053860987,-0.014562606,0.0133166428,-0.0108154599,-0.0094456484,0.0076032305,-9.66305e-05,-0.0238169018,-0.0256568026,-0.0003123575,-0.0004017616,-0.0048665881,0.2315934935,0.0013724907,0.0088055768,-0.0040821818,-0.0053540782,0.0079074567,-0.0062557158,0.018999732,-0.0058120558,-0.0156011044,0.0045709661,-0.0044771405
b3438,-0.0039371762,-0.0019644142,-0.0071032578,-0.0072164988,0.0005220669,-0.0024230943,0.0095189574,0.0003958974,0.0026818907,-0.0058386387,-0.0035395748,-0.0090107896,0.0033131959,0.0059239815,-0.0066148144,-0.0023755037,-0.0011196538,0.0067123762,-0.0003011692,-0.0022901715,0.0040731114,-0.0082880125,-0.0078628992,-0.0017876318,0.0038824501,0.0032582632,-0.0026728721,-0.0048809555,-0.0041477326,0.0012222635,0.0028459585,-0.0048510012,-0.0023255128,-0.0069128166,0.0095926395,-0.0032620308,0.0033341435,0.0255700666,-0.0065019137,-0.0057045109,0.0006835355,-0.0025614789,0.0020231947,-0.0081640023,0.0023139763,0.004840241,-0.0007904438,-0.0016661058,-0.0002040605,0.0016294139,-0.0019286167,-0.0035598349,-0.0085481444,0.0013608709,-0.0009132266,0.0040349097,-0.004684127,-0.0127678703,-0.007006378,-0.000103157,-0.001870082,0.0031034316,-0.0011610724,7.2675e-06,0.0004592134,0.0052904625,-0.0056245837,-0.015278579,-0.0011914144,-0.0021622334,0.0033188485,0.001744906,-0.0026897589,0.0051829217,-0.0054867935,-0.0018664953,0.0062874588,-0.007923775,-0.0077814987,0.0002527209,-0.0037962934,-0.000283019,-0.0067734665,-0.0031402723,-0.0061566436,0.0035792495,-0.0025108024,-0.0043078017,-0.000338437,-0.004478015,-0.0043048506,0.0024470476
b3439,0.001667899,0.0040785175,0.0056533929,0.010525874,0.0096459627,0.0045954275,-0.0067936378,0.0022497351,-0.0044404796,-0.002325644,-0.0079242704,-0.0045438899,-0.00536077,0.004818108,0.0027858966,-0.0116227543,-0.0124095017,-0.013884179,0.0025913025,-0.0040575091,0.0029403168,-0.0024718731,-0.0050765222,0.0220069644,-0.0135278995,-0.0031717487,-0.0002745043,-0.0092562148,-0.0026789205,-0.0019548721,-0.0070461901,0.0012683948,-0.007668463,0.0068001486,0.0047987608,-0.0017509235,0.0124348371,-0.0182701641,-0.0002801593,0.0093249467,0.0031832737,-0.0007026717,-0.0030839369,-0.0030441768,-0.0055590534,-0.0030207263,0.0022251396,0.0024473187,0.0012369667,-0.0015121081,-0.0045418283,-0.0054339763,-0.0082201658,0.0032502895,-0.0040764891,0.0025248849,-0.0031324626,0.0014011808,-0.0030923392,-0.0056725288,0.0054919534,0.0095825056,0.0054210058,0.0065046228,0.0054388692,-0.0045159948,0.0067130983,-0.0170536444,-0.0021062607,-0.0026415685,-0.005077361,0.0046908689,-0.0018450057,0.0007509636,-5.20801e-05,0.0105387057,0.0019622419,-0.0136097184,-0.0043918774,-0.0086323496,0.0039750711,0.0071486094,0.005861271,0.0091909636,0.0017942276,0.0096631695,-0.0034034448,0.0002324721,-0.0053523075,-0.0064820006,0.0004298914,0.0032519085
b3440,-0.004252627,0.0024815846,-0.0035757517,-0.0047569628,-0.0042600544,-0.0077467741,0.002670766,0.0002328605,-0.0060384057,-0.0088485351,-0.0018362318,-0.004838344,-0.0011828342,0.0019275806,-0.001398899,0.0058571026,0.0002666104,0.0044183174,-0.0056437975,-0.0068563633,-0.0124318915,-0.0150191737,0.0010265502,-0.0073257755,-0.0033754205,-0.00182976,-0.0081237833,0.0056650284,0.0002703524,0.0086496014,-0.0054897919,0.0003280983,-0.0041029094,-0.0094871368,0.0180731014,0.0076740979,0.007347434,-0.0007056123,-0.006718206,-0.0061066686,-0.0048188677,0.0017001266,-0.0021369153,0.0026541075,0.0012759539,-0.0008674933,0.0177923385,0.0059181377,6.756560000000001e-05,0.025720878,-0.0012473502,-0.0011943745,-0.0115740494,0.0015264688,-0.0096455366,-0.0053969162,-0.0086580852,-0.00519733,-0.004192911,-0.0038373086,0.0168543405,0.0004102916,0.0033345508,-0.0060498469,-0.0015886364,0.0050307766,4.97987e-05,-0.0096918641,0.0029501574,0.0025163806,0.0014552773,-0.0002828813,-0.0229421457,0.0036531876,0.0006691415,0.0016634296,0.0066994057,0.0077962875,-0.004589692,-0.0040729654,0.0028303856,0.0068810932,0.0023674924,0.0041063806,-0.0125767888,0.0010673847,-0.0048501354,-0.0029175811,0.0056245382,-0.0035523654,0.0038360671,0.0067404855
b3441,0.0021160503,-0.0106241588,0.0168882641,-0.0199573707,-0.0138549345,-0.0087045639,-0.0114134341,0.0061188077,-0.0106877812,0.0024887994,-0.0001386037,-0.0052522865,-0.0034284271,-0.0029460569,-0.0036637919,-0.0039875489,-0.0171578635,0.0036501963,0.0019428746,-0.000614152,-0.001834538,-0.012451475,-0.0024532612,0.0317319133,-0.0095873647,0.0034568379,-0.0261083347,0.0108319291,0.0080711581,0.0031126944,-0.0223051199,0.0005912952,-0.0099751091,0.0057557343,0.0202324613,-0.0077142702,-0.006625941,0.0008929676,0.0130703462,-0.0105300148,0.0087775957,-0.0083809693,-0.0128940807,-0.0181415857,-0.0059448124,-0.0127706268,-0.015453394,-0.0151634368,-0.0088020532,0.0098226465,-0.0044610514,0.0006834585,-0.0023946823,-0.0106588735,-0.02346505,0.0042436653,0.0045028858,-0.0045529664,-0.0046653074,-0.0060434609,0.0227759364,-0.0026867748,0.0027912501,-0.0024358003,0.0047781843,-0.0153044804,0.0090291847,-0.0154948842,-0.0062733402,0.0214857225,-0.0090773799,0.0038530792,-0.0132742238,0.0069119714,-0.0003711819,0.0045582465,-0.0149328643,3.49408e-05,-0.0045866532,-0.0307644815,-0.0084557913,0.0255428397,-0.0050481924,0.0041982732,-0.0081783563,-0.0132546897,0.0046311625,0.001912489,0.020150406,-0.0107384643,0.0115352199,0.0395546066
